contractor_id,contractor_distance_degree,contractor_distance_weighted_degree,contractor_distance_weighted_degree_centrality,contractor_distance_degree_centrality,contractor_distance_betweenness_centrality,contractor_distance_closeness_centrality,contractor_distance_eigenvector_centrality,contractor_distance_pagerank,contractor_distance_clustering_coeff,contractor_distance_eccentricity,contractor_distance_hubs,contractor_distance_authorities,contractor_distance_load_centrality,contractor_distance_current_flow_betweenness_centrality,contractor_distance_current_flow_closeness_centrality,contractor_distance_contractor_distance_mean,contractor_distance_contractor_distance_std,contractor_distance_contractor_distance_median
498,795,250614,0.009596443831640603,0.9912718204488777,2.038992001273731e-05,0.00322355040716416,0.022879791087084645,0.0006635822879327946,0.0024451194117598514,2,0.0010631344964822916,0.0010631344964822922,2.332559378731327e-06,0.00015652198462002268,162.65767808063785,312.69576059850374,3047.262639683846,29.0
304,787,248287,0.009507338973986092,0.9812967581047382,2.0024860010205242e-05,0.003236115370337492,0.022224593925425157,0.0006579800139907934,0.002285948025757779,2,0.001032690044349569,0.0010326900443495695,0.00012919749240878595,0.00019945622854067432,161.8622710960707,350.9114713216958,3255.872454365223,24.0
222,791,282063,0.010800680474690334,0.986284289276808,2.0239800432093305e-05,0.0032201205336888044,0.02545698878547873,0.0007216563042073703,0.00257540681980424,2,0.0011828868039657355,0.0011828868039657362,0.0,0.0002119414200507999,172.67265259070427,352.05610972568576,3255.7566193035154,25.0
873,788,283899,0.010870984092504551,0.9825436408977556,2.0084726052636608e-05,0.0031919762790790234,0.025474133186966782,0.0007256911537900897,0.0026907586740649056,2,0.0011836834373167202,0.0011836834373167204,0.0,0.000220413307872392,173.22330968663232,354.44513715710724,3255.515775787234,27.0
262,790,282979,0.010835755700135771,0.9850374064837905,2.0192180742221258e-05,0.0032168269732145006,0.025465429586866303,0.0007236864019624301,0.0026269281978095246,2,0.0011832790150265342,0.0011832790150265353,0.000327393445254224,0.00021622637902699067,172.94785208978956,353.2568578553616,3255.6351804715,27.0
318,797,246458,0.009437303398287723,0.9937655860349127,2.0440976979003907e-05,0.0032582023823065796,0.022173571527794284,0.0006539464137587138,0.00215416484385505,2,0.0010303192328850678,0.0010303192328850687,3.818416393911809e-06,0.00019297833059412907,161.23572210232146,348.2443890274314,3256.1397582057925,22.0
714,792,297176,0.011379383402809211,0.9875311720698254,2.0283368916513192e-05,0.003030761091376313,0.025597327298261023,0.0007549244303708247,0.0032899623245567573,2,0.0011894077863276813,0.0011894077863276818,0.0,0.00027968648781609136,177.09959581552587,371.1109725685786,3253.838826681,44.0
119,780,254658,0.00975129559113989,0.9725685785536159,1.948973960055674e-05,0.00318613040092803,0.02291819903684081,0.0006724723108500216,0.0027040021711017444,2,0.001064919163840902,0.0010649191638409028,4.929415952420239e-06,0.0001752508805723534,164.01487118856437,318.30299251870326,3046.7349293225498,32.0
18,786,278037,0.010646517966346088,0.9800498753117207,1.9960880675886805e-05,0.003271079497020544,0.0254195895993789,0.0007127980880510484,0.0023504332540673313,2,0.0011811490099128197,0.0011811490099128208,0.001281401676441562,0.00019362490730437192,171.45226568825305,347.1109725685786,3256.254186905885,18.0
669,789,227821,0.008723660410704086,0.983790523690773,2.0140494443074026e-05,0.0030811431732701224,0.0197391233708383,0.0006240640505006695,0.0026556760797427754,2,0.0009171999388448963,0.0009171999388448957,0.0,0.0001934499060934734,154.61244985925646,325.49002493765585,3046.0585442021397,40.0
530,793,281761,0.010789116371977974,0.9887780548628429,2.032290152160495e-05,0.0032196810026777147,0.025454152890686862,0.0007209972684629324,0.0025569888493365517,2,0.0011827550310150928,0.0011827550310150934,0.0,0.00020926940070024896,172.58174142063208,351.6483790523691,3255.79592606223,23.0
429,789,212808,0.008148786655668771,0.983790523690773,2.0140494443074026e-05,0.003272694627394331,0.019598001558247945,0.000591055935983279,0.0019569645369623295,2,0.0009106425596013583,0.0009106425596013579,0.0003175697457066547,0.0001252552694934758,148.88962979416937,306.52493765586036,3047.8446038291054,17.5
610,784,280158,0.010727734727448458,0.9775561097256857,1.9820519173039436e-05,0.0032397495455463543,0.025439237307247994,0.0007174700213830677,0.002492476695254848,2,0.0011820619621304746,0.001182061962130476,0.0004932355096271148,0.00020318655291428296,172.09742290650973,349.80423940149626,3255.982792936281,21.0
360,790,286639,0.010975903434994176,0.9850374064837905,2.0192180742221258e-05,0.003182691239265362,0.02549933850653197,0.0007317484284397567,0.002821267047787871,2,0.0011848546300353337,0.001184854630035333,0.00013862901353911658,0.00023171930091337673,174.03840344706583,357.90773067331673,3255.1662323090563,31.0
579,788,284336,0.010887717578879722,0.9825436408977556,2.0084726052636605e-05,0.0032134500112190275,0.025477925441833273,0.000726675414415534,0.0027098660259217994,2,0.0011838596485833613,0.0011838596485833621,0.0004027905629239373,0.00022206583767644044,173.35386866922298,354.97381546134665,3255.4626973512313,30.0
483,790,251864,0.00964430849518514,0.9850374064837905,2.0192180742221255e-05,0.0032,0.022892726790863734,0.0006663271818129067,0.0025314167197118408,2,0.0010637355680948553,0.0010637355680948564,3.1133153383706776e-06,0.00016237057523208774,163.07942364620675,314.428927680798,3047.099756637855,30.0
598,785,281866,0.010793137003715715,0.9788029925187032,1.9892772330094463e-05,0.003234914488544692,0.02545501288656412,0.0007212416104466967,0.0025901781944176953,2,0.0011827949916633563,0.0011827949916633574,0.0018773910709932637,0.0002098626079098622,172.61337571122073,351.98877805486285,3255.7610379454313,25.0
111,791,277611,0.010630205689010108,0.986284289276808,2.0239800432093308e-05,0.003276371316635551,0.025415726108757215,0.0007118545618836444,0.0023107850084563603,2,0.0011809694885989632,0.0011809694885989632,0.0014817190262852472,0.00019114960190936935,171.32208205198359,346.4214463840399,3256.322213248144,18.0
114,792,281522,0.010779964648308257,0.9875311720698254,2.0283368916513192e-05,0.003225572921275107,0.025451991545474218,0.0007204630655004238,0.0025397491207950177,2,0.001182654601747814,0.0011826546017478148,0.0,0.00020974834760192763,172.50968888063704,351.2942643391521,3255.8338510449225,25.0
154,786,283495,0.010855514233246957,0.9800498753117207,1.9960880675886805e-05,0.0032045903159038784,0.02547026053412679,0.0007248175343406417,0.0026748251951094217,2,0.001183503490270372,0.0011835034902703738,4.138114970584359e-05,0.00021838127380128188,173.10246539404417,353.9937655860349,3255.5601221717097,28.0
829,791,281816,0.010791222417173934,0.986284289276808,2.0239800432093305e-05,0.0032226825416598022,0.025454643534254102,0.0007211162136861403,0.002558530638165537,2,0.001182777829304631,0.0011827778293046322,0.0,0.0002110995264444712,172.59829205592808,351.7281795511222,3255.79098411793,24.0
823,795,252829,0.009681260015441524,0.9912718204488777,2.038992001273731e-05,0.0031749173610973653,0.022900888912788908,0.0006684507330644233,0.0025667623255892936,2,0.0010641148300098834,0.0010641148300098843,0.0,0.00016417403301206897,163.40365574597763,315.4925187032419,3046.9967405049983,29.0
152,790,279191,0.010690706623730404,0.9850374064837905,2.0192180742221258e-05,0.003258639254007273,0.02543028510298868,0.0007153391686518046,0.0024065186051933658,2,0.0011816459881763687,0.001181645988176369,4.928275857833229e-06,0.00019933904382560442,171.80389798902297,348.43765586034914,3256.120953243417,21.0
484,793,250101,0.009576800173721924,0.9887780548628429,2.032290152160495e-05,0.0032372387403024113,0.022875451923520553,0.0006624605916580142,0.002434519939330372,2,0.001062932872505337,0.001062932872505338,0.00019042617975996142,0.00015213237250365333,162.48403305102852,312.1384039900249,3047.312674943754,25.0
282,789,248423,0.009512546649379738,0.983790523690773,2.0140494443074026e-05,0.0032339231277923835,0.022860471972740562,0.000658740645317885,0.0023577202966464242,2,0.001062236812721871,0.0010622368127218712,0.001344690063897694,0.00014482840432894189,161.91356571766318,310.1246882793017,3047.502293539344,25.0
744,789,281488,0.010778662729459846,0.983790523690773,2.0140494443074026e-05,0.0032326978112781654,0.02545164458983154,0.000720398270897248,0.0025470574960097148,2,0.0011826384800747167,0.0011826384800747182,0.0002593505947014516,0.00020980806969060736,172.49944405669692,351.3827930174564,3255.8240529892205,25.0
234,788,278833,0.01067699818409125,0.9825436408977556,2.0084726052636605e-05,0.0032640901247028946,0.025426836172041792,0.0007145607828760857,0.0023884193253108535,2,0.001181485729830841,0.0011814857298308413,0.0012972940827525332,0.00019752093900435216,171.69498183567896,348.02493765586036,3256.1630114952436,20.0
513,791,283630,0.010860683616909766,0.986284289276808,2.0239800432093305e-05,0.003204743980116202,0.025471439299953373,0.0007251189321772864,0.0026631438070285492,2,0.0011835582629126918,0.0011835582629126918,3.0981085425959397e-07,0.00021838715762780188,173.1428836430422,353.9775561097257,3255.561888213006,27.0
106,793,279154,0.010689289829689487,0.9887780548628429,2.032290152160495e-05,0.0032586922161138674,0.025430018387584852,0.0007152517686239111,0.002394630092307533,2,0.0011816335949536576,0.0011816335949536582,1.4537804101436753e-05,0.0001989547713151215,171.792640259547,348.3728179551122,3256.1272051992605,21.0
672,791,281624,0.010783870404853492,0.986284289276808,2.0239800432093305e-05,0.003231903155739852,0.025452679946538173,0.0007207137754218375,0.0025456711042443634,2,0.0011826865890555535,0.0011826865890555546,0.000799777062746759,0.00020994898786344507,172.54046834574154,351.4476309226933,3255.81785623588,24.0
464,788,278958,0.010681784650445702,0.9825436408977556,2.0084726052636608e-05,0.003258096491655698,0.025428168823746412,0.0007148217887218486,0.0024030144422231767,2,0.0011815476529486522,0.001181547652948652,7.756253154115113e-07,0.00019788189628704194,171.73301801524022,348.139650872818,3256.150183564399,22.0
204,790,280971,0.010758865904617826,0.9850374064837905,2.0192180742221258e-05,0.003238899097389092,0.02544680544755711,0.0007192608229103835,0.0025114733574876247,2,0.0011824136240405944,0.0011824136240405963,0.0014347169291303444,0.0002073850820667178,172.3433952421927,350.6558603491272,3255.897453619539,24.0
887,788,282114,0.010802633352962951,0.9825436408977556,2.0084726052636605e-05,0.0032223070432721283,0.0254575014489377,0.000721769055110503,0.0025868438659154705,2,0.001182910625433608,0.0011829106254336087,0.0,0.0002129719163490735,172.68798897788304,352.21820448877804,3255.740359259186,25.0
97,788,283027,0.010837593703215881,0.9825436408977556,2.0084726052636605e-05,0.0032121758285771503,0.025465975183155135,0.0007237758720876968,0.002639038970541801,2,0.0011833043667543344,0.0011833043667543353,7.020220861031923e-07,0.00021705103711843965,172.96222548084341,353.3503740648379,3255.626879374996,26.0
687,791,285344,0.010926315643562036,0.986284289276808,2.0239800432093305e-05,0.0031743393059991847,0.025487383551033676,0.00072888610628635,0.0027550836541401073,2,0.001184299129963424,0.0011842991299634254,0.0,0.00022626219510826355,173.65416979763143,356.2431421446384,3255.3339395769194,30.0
30,788,278400,0.010660417864639421,0.9825436408977556,2.0084726052636608e-05,0.0032649538550474475,0.025422959507829117,0.0007135969929209475,0.0023674391537257056,2,0.0011813055963916818,0.0011813055963916822,5.860544627978287e-06,0.00019521404003350248,171.56303564096842,347.48254364089775,3256.2165050729695,20.0
635,790,246202,0.009427500715193802,0.9850374064837905,2.0192180742221255e-05,0.00327022585761877,0.022838748652044,0.0006538705181500912,0.002225061717689191,2,0.001061227414885904,0.0010612274148859042,0.0004887117062399635,0.00013464567737481704,161.15282898204688,307.34788029925187,3047.7650397880993,19.0
167,787,244426,0.009359494601229723,0.9812967581047382,2.0024860010205245e-05,0.003280096521543527,0.022822167667470354,0.0006499590177903189,0.002133231799182377,2,0.001060456961317568,0.001060456961317568,0.003123125829715753,0.00012540113715343778,160.5398050034445,305.09725685785537,3047.9745863718254,17.0
655,795,26049765,0.9974905897114178,0.9912718204488777,2.0389920012737313e-05,3.0518421215858466e-05,0.2621309649556096,0.05740677303972708,0.10421130967532193,2,0.012180201750085521,0.012180201750085492,0.0,0.1257170713982494,335.7001355910857,32767.0,0.0,32767.0
799,788,280382,0.01073631207515564,0.9825436408977556,2.0084726052636608e-05,0.0032399458662411376,0.02544096887593931,0.0007179947334172435,0.0024897580503753618,2,0.0011821424213620214,0.0011821424213620218,0.00036550000376452216,0.00020331564986525392,172.16531592665683,350.073566084788,3255.9542504039555,24.0
549,788,284418,0.010890857500808242,0.9825436408977556,2.0084726052636605e-05,0.0031995276507807324,0.025478692736712747,0.0007268565737708067,0.0027094252728850983,2,0.0011838953017784583,0.0011838953017784587,1.6344905526446058e-05,0.0002235469052393134,173.3783292196861,355.22568578553614,3255.4387202207035,30.0
747,784,285391,0.01092811535491131,0.9775561097256857,1.9820519173039436e-05,0.0031769799675963888,0.02548776247085697,0.0007289965586293253,0.0027824505981733924,2,0.001184316736887106,0.0011843167368871066,0.0,0.00022708873552380044,173.6681435831748,356.54738154613466,3255.3036162287663,31.0
177,789,278117,0.010649581304812937,0.983790523690773,2.0140494443074026e-05,0.0032707459910931306,0.02542038883622385,0.000712971318234801,0.0023471197882994925,2,0.001181186147326248,0.0011811861473262476,0.0005735999059892449,0.00019397308772823704,171.476688983954,347.1234413965087,3256.2521881885605,20.0
183,791,282750,0.010826986893774412,0.986284289276808,2.0239800432093305e-05,0.0032081283251330053,0.025463275012106774,0.000723175976978946,0.00261580686358715,2,0.0011831789003557555,0.0011831789003557576,0.0,0.00021456559360350137,172.879143372921,352.8990024937656,3255.6712789650865,26.0
14,788,279121,0.01068802620257191,0.9825436408977556,2.0084726052636608e-05,0.0032568131149671273,0.025429613666005667,0.0007151862019678004,0.0024113751984176923,2,0.0011816147891231886,0.0011816147891231899,0.0003861068291948513,0.00019866821746909773,171.7826122888877,348.4064837905237,3256.124049706031,21.0
199,794,283602,0.010859611448446368,0.9900249376558603,2.035841349628291e-05,0.003210684131934297,0.025471135351233562,0.0007250637744596464,0.002644129065650181,2,0.0011835441396032622,0.0011835441396032625,3.24303681080279e-05,0.00021898699198323582,173.1345045365409,353.8977556109726,3255.5714000147823,28.0
842,790,287833,0.011021623761611919,0.9850374064837905,2.0192180742221258e-05,0.0031448267208319283,0.025510626256346394,0.0007343583394815331,0.002883899884426177,2,0.0011853791276660026,0.0011853791276660028,0.0,0.00023737868031557284,174.39105815437028,359.3902743142145,3255.0168624887824,32.0
683,788,280092,0.010725207473213308,0.9825436408977556,2.0084726052636605e-05,0.003252138017169018,0.025438846582052334,0.0007173150506093793,0.002469678885296962,2,0.001182043806657264,0.0011820438066572647,0.0013639079167476556,0.00020392857862130956,172.0773995167084,349.6259351620948,3256.000412142302,23.0
659,798,251746,0.009639790070946536,0.9950124688279302,2.0460557393895407e-05,0.0031895389485657017,0.02289070886334495,0.0006660830877402715,0.0025042871704873642,2,0.0010636418028874526,0.0010636418028874524,0.0,0.00015787342673317606,163.0397316519418,314.0586034912718,3047.130659528197,26.0
848,791,277904,0.010641425166144948,0.986284289276808,2.0239800432093305e-05,0.0032738569055112644,0.02541832743819042,0.0007125063848554016,0.002325771739325161,2,0.001181090362213876,0.0011810903622138764,0.0012971783138944729,0.0001926873302066012,171.41164612978838,346.7780548628429,3256.2869717002245,18.0
291,790,280809,0.010752662644222455,0.9850374064837905,2.0192180742221255e-05,0.0032373171440565765,0.02544524446980666,0.0007189115031468084,0.0025048820626550157,2,0.0011823410915035454,0.0011823410915035456,0.0004497286786286001,0.00020598491352767225,172.2944592510192,350.5224438902743,3255.9105467226345,24.0
357,791,284733,0.010902919396021466,0.986284289276808,2.0239800432093308e-05,0.0031881188905982295,0.025481839796365306,0.0007275326125374943,0.00271794629974199,2,0.0011840415333443993,0.0011840415333443995,0.0,0.0002246419836448896,173.4722535987895,355.44014962593513,3255.4170975368593,30.0
764,788,282617,0.010821894093573273,0.9825436408977556,2.0084726052636605e-05,0.0032060763541874875,0.025461927800451308,0.0007228931401456204,0.0026235785281250716,2,0.0011831163006939195,0.0011831163006939202,0.0,0.00021296494329265932,172.83922807559784,352.8366583541147,3255.676392631167,25.0
208,791,249307,0.009546396539438434,0.986284289276808,2.0239800432093305e-05,0.0032213233935557465,0.022220550216132506,0.0006602128385186357,0.0023295964566553205,2,0.0010325021489782146,0.0010325021489782156,0.0,0.00020482807657760718,162.20958652723328,352.05361596009976,3255.7574272873057,25.0
326,789,217400,0.008324622283665985,0.983790523690773,2.0140494443074026e-05,0.0032096561825902164,0.019641466399644383,0.0006011496098016246,0.002204298786610239,2,0.0009126622009563353,0.0009126622009563351,0.0,0.00014544290699924106,150.67738744060296,312.28428927680795,3047.299890181746,27.0
734,788,278969,0.010682205859484895,0.9825436408977556,2.0084726052636605e-05,0.003260573486902821,0.02542822424566893,0.0007148493434555762,0.002399997775178207,2,0.0011815502281888484,0.0011815502281888484,1.6157342840757236e-05,0.00019818504183662824,171.73636536353914,348.23815461346635,3256.1409915258164,22.0
1,791,297110,0.01137685614857406,0.986284289276808,2.0239800432093305e-05,0.0030334091055225446,0.025596483258552058,0.0007547944489448347,0.003290564028575275,2,0.0011893685671002148,0.0011893685671002167,0.0,0.0002799119351524859,177.08079005127172,371.0573566084788,3253.845121407805,45.0
832,792,279309,0.010695225047969008,0.9875311720698254,2.0283368916513192e-05,0.0032547248296545205,0.02543144396615006,0.000715600588065544,0.0024140979396162546,2,0.0011816998360195993,0.0011816998360195993,0.0008444242735505021,0.0001989373211824187,171.83977557829326,348.571072319202,3256.104936325861,23.0
403,793,278290,0.010656205774247501,0.9887780548628429,2.0322901521604953e-05,0.003272240628009074,0.025422030757795727,0.0007133468310249662,0.002339366307808084,2,0.0011812624410064193,0.0011812624410064193,0.00037106794050981406,0.0001951009141476438,171.52946642192512,347.24563591022445,3256.241858256666,18.0
708,793,287612,0.011013161289097245,0.9887780548628429,2.032290152160495e-05,0.0031483575152314552,0.025508474769704668,0.0007338699982753769,0.002856362225884671,2,0.0011852791564879947,0.0011852791564879953,0.0,0.00023740585257406714,174.32589077039256,358.98877805486285,3255.060637136344,32.0
314,780,249683,0.00956079423023263,0.9725685785536159,1.948973960055674e-05,0.0032116227104173507,0.022871560874211907,0.0006615107516203408,0.0024561893811786578,2,0.0010627520706469717,0.001062752070646973,9.456601746164979e-06,0.00015163272933539144,162.34225439717088,312.00498753117205,3047.3279070783456,24.0
729,794,286883,0.01098524661731807,0.9900249376558603,2.035841349628291e-05,0.003166656137469202,0.025501309400277877,0.0007323058624435029,0.0028158143177315,2,0.0011849462097670794,0.00118494620976708,6.226630676741354e-07,0.00023238683219870224,174.1106275481323,357.98877805486285,3255.159064539618,30.0
132,788,244441,0.009360068977192259,0.9825436408977556,2.0084726052636605e-05,0.0032808882125295565,0.022185434622253846,0.0006495172158193757,0.002071971161640563,2,0.0010308704645334253,0.0010308704645334258,0.0011716803133509709,0.00018049453731350086,160.540004762496,345.9576059850374,3256.3682712188756,17.0
352,788,283877,0.010870141674426168,0.9825436408977556,2.0084726052636605e-05,0.0032041166106678703,0.02547380651580682,0.0007256510133321969,0.0026835044076195477,2,0.0011836682581842753,0.0011836682581842762,3.1133153383706767e-06,0.00022097843027833538,173.21673542133468,354.4339152119701,3255.519075459938,26.0
108,780,246973,0.009457023639668074,0.9725685785536159,1.948973960055674e-05,0.0032538004957785795,0.022845779578249254,0.0006555629567064957,0.0022926526689604734,2,0.0010615541145556108,0.00106155411455561,3.057890910547424e-05,0.00014060361220297884,161.41763973518962,308.54114713216956,3047.6553664066405,23.0
463,787,245656,0.009406593430157548,0.9812967581047382,2.0024860010205242e-05,0.0032689062614635897,0.022200187193675665,0.0006521846224520234,0.0021436256331636705,2,0.001031555958886529,0.0010315559588865292,0.0003523185977452971,0.00018671264169700747,160.9598535499445,347.4862842892768,3256.2154120120244,20.0
538,788,279432,0.010699934930861792,0.9825436408977556,2.0084726052636605e-05,0.0032540249285899765,0.025432503887575803,0.000715869450129849,0.002429130527090491,2,0.0011817490864269532,0.0011817490864269539,0.00028192337621820476,0.000200441726990295,171.87714578023974,348.81047381546136,3256.0835357067626,21.0
281,789,216904,0.008305629585171512,0.983790523690773,2.0140494443074026e-05,0.0032273901600817713,0.019636270836007882,0.0006000633464083315,0.0021732408063517973,2,0.0009124207834141179,0.0009124207834141193,1.8393791734153924e-05,0.00014439155147791613,150.48589033615372,311.68204488778053,3047.3579916036406,25.0
487,790,280028,0.010722756802439826,0.9850374064837905,2.0192180742221258e-05,0.0032485681186659,0.025437981742999497,0.0007171908068366892,0.0024576520637127515,2,0.0011820036209655568,0.0011820036209655579,0.00011781031621691307,0.00020260252988922527,172.0580356913334,349.5,3256.0135630432505,24.0
331,791,282606,0.010821472884534082,0.986284289276808,2.0239800432093305e-05,0.003224561347078596,0.02546200804016892,0.0007228587201040484,0.002597596897927728,2,0.0011831200291200843,0.0011831200291200859,0.0014500579691540244,0.00021503200825080603,172.83588760509053,352.66708229426433,3255.695785286273,27.0
389,784,282903,0.010832845528592263,0.9775561097256857,1.9820519173039436e-05,0.0032078203620597248,0.02546452786158355,0.0007235341189723207,0.0026533640062510896,2,0.0011832371153758412,0.0011832371153758419,6.434185032632734e-05,0.00021465014862077488,172.92508221870048,353.3453865336658,3255.624420706269,27.0
296,793,246157,0.0094257775873062,0.9887780548628429,2.032290152160495e-05,0.0032655520900347727,0.022838110732146703,0.0006537763032168565,0.002208239055303933,2,0.0010611977732407428,0.001061197773240743,4.185990020363869e-05,0.00013558507995195123,161.13733870854477,307.1346633416459,3047.7860062503687,20.0
644,789,217753,0.008338139264650962,0.983790523690773,2.0140494443074026e-05,0.0032039886062649563,0.01964461993548693,0.0006019430972099422,0.002227615975542346,2,0.0009128087334455221,0.0009128087334455232,9.00551732040426e-05,0.00014383057559857316,150.81345263039313,312.7780548628429,3047.2505235745584,26.0
241,793,286919,0.010986625119628153,0.9887780548628429,2.032290152160495e-05,0.0031878400992125795,0.025501979031702947,0.0007323594793627556,0.0028250675869128574,2,0.0011849773249230369,0.0011849773249230373,6.354128352503202e-05,0.00023263043589097644,174.1212383326144,358.0885286783042,3255.14785132344,31.0
755,792,249943,0.009570750080249895,0.9875311720698254,2.0283368916513195e-05,0.003234914488544692,0.022873905981704745,0.0006621086168631047,0.002430699938586808,2,0.0010628610386294215,0.0010628610386294224,0.00010870301894968048,0.00015151187715059603,162.43047926836837,311.9201995012469,3047.333374484469,27.0
819,785,278312,0.010657048192325885,0.9788029925187032,1.9892772330094463e-05,0.0032674412919837686,0.025422141815891326,0.0007134033405298376,0.0023728235998339764,2,0.0011812676014421974,0.0011812676014421976,0.00038685548902645114,0.00019500263954497134,171.53619349454695,347.4488778054863,3256.2196685485906,20.0
497,794,289649,0.011091161544809424,0.9900249376558603,2.0358413496282906e-05,0.0031214363277585985,0.02552744577441314,0.0007383582849291209,0.00295360579837495,2,0.0011861606649537727,0.0011861606649537742,0.0,0.0002452100533791022,174.9245923707133,361.4725685785536,3254.8078986016417,35.0
529,790,250160,0.009579059385841226,0.9850374064837905,2.0192180742221255e-05,0.0032085647073885003,0.02287591892382842,0.0006625678608291499,0.0024461046185313465,2,0.001062954572184991,0.0010629545721849924,0.0,0.00015319109789694153,162.50401645428616,312.3516209476309,3047.294610879745,25.0
