contract_id,report_date,default6
6165,2023-01-01,0
1200,2023-01-01,0
6385,2023-01-01,0
3251,2023-01-01,0
469,2023-01-01,0
2869,2023-01-01,0
100,2023-01-01,0
5231,2023-01-01,0
5160,2023-01-01,0
4618,2023-01-01,0
6717,2023-01-01,0
1106,2023-01-01,0
1757,2023-01-01,1
3315,2023-01-01,0
1660,2023-01-01,0
5213,2023-01-01,0
1971,2023-01-01,0
6362,2023-01-01,0
5795,2023-01-01,0
5269,2023-01-01,0
6112,2023-01-01,0
4734,2023-01-01,0
2107,2023-01-01,0
564,2023-01-01,0
1256,2023-01-01,0
367,2023-01-01,0
1607,2023-01-01,0
932,2023-01-01,0
673,2023-01-01,0
4249,2023-01-01,0
3823,2023-01-01,0
4240,2023-01-01,0
6686,2023-01-01,0
1848,2023-01-01,0
6423,2023-01-01,0
4828,2023-01-01,0
3538,2023-01-01,0
3345,2023-01-01,0
6217,2023-01-01,0
964,2023-01-01,0
2381,2023-01-01,0
5268,2023-01-01,0
3264,2023-01-01,0
2003,2023-01-01,0
4318,2023-01-01,0
3758,2023-01-01,0
6147,2023-01-01,0
4241,2023-01-01,0
5262,2023-01-01,0
6141,2023-01-01,0
901,2023-01-01,0
4057,2023-01-01,0
1034,2023-01-01,1
6865,2023-01-01,0
6759,2023-01-01,0
5760,2023-01-01,0
487,2023-01-01,0
4374,2023-01-01,0
243,2023-01-01,0
5579,2023-01-01,0
146,2023-01-01,0
6537,2023-01-01,0
4035,2023-01-01,0
5388,2023-01-01,0
4364,2023-01-01,0
921,2023-01-01,0
1446,2023-01-01,0
4963,2023-01-01,0
5442,2023-01-01,0
5134,2023-01-01,0
5927,2023-01-01,0
1972,2023-01-01,1
7186,2023-01-01,0
4099,2023-01-01,0
7119,2023-01-01,0
2469,2023-01-01,0
6840,2023-01-01,0
4242,2023-01-01,0
6496,2023-01-01,1
3863,2023-01-01,0
1302,2023-01-01,0
4455,2023-01-01,0
3856,2023-01-01,0
294,2023-01-01,0
7229,2023-01-01,0
1010,2023-01-01,0
3929,2023-01-01,0
5320,2023-01-01,0
6352,2023-01-01,0
6552,2023-01-01,1
3950,2023-01-01,0
3524,2023-01-01,1
5722,2023-01-01,0
3413,2023-01-01,0
899,2023-01-01,0
373,2023-01-01,0
2519,2023-01-01,0
336,2023-01-01,0
5461,2023-01-01,0
24,2023-01-01,0
6158,2023-01-01,0
3394,2023-01-01,0
4987,2023-01-01,0
2999,2023-01-01,0
103,2023-01-01,1
1242,2023-01-01,0
819,2023-01-01,0
948,2023-01-01,0
4654,2023-01-01,0
5562,2023-01-01,0
2955,2023-01-01,0
4400,2023-01-01,0
1938,2023-01-01,0
2455,2023-01-01,0
5539,2023-01-01,0
89,2023-01-01,1
5121,2023-01-01,0
5479,2023-01-01,0
5240,2023-01-01,0
4937,2023-01-01,0
3593,2023-01-01,0
1035,2023-01-01,0
4160,2023-01-01,1
3805,2023-01-01,0
313,2023-01-01,0
6086,2023-01-01,0
3414,2023-01-01,0
2753,2023-01-01,0
5950,2023-01-01,0
4768,2023-01-01,0
874,2023-01-01,0
3539,2023-01-01,0
5177,2023-01-01,0
3147,2023-01-01,0
1134,2023-01-01,0
6883,2023-01-01,0
4265,2023-01-01,0
5530,2023-01-01,0
2942,2023-01-01,0
2638,2023-01-01,0
305,2023-01-01,0
2143,2023-01-01,0
2207,2023-01-01,0
2572,2023-01-01,0
2199,2023-01-01,0
6335,2023-01-01,0
2985,2023-01-01,0
5961,2023-01-01,0
3725,2023-01-01,0
6091,2023-01-01,0
2076,2023-01-01,0
138,2023-01-01,0
5809,2023-01-01,0
3277,2023-01-01,0
5363,2023-01-01,0
6917,2023-01-01,0
7051,2023-01-01,0
1643,2023-01-01,0
828,2023-01-01,1
363,2023-01-01,0
1338,2023-01-01,0
979,2023-01-01,0
5209,2023-01-01,0
5007,2023-01-01,0
5234,2023-01-01,0
6072,2023-01-01,0
2113,2023-01-01,0
5022,2023-01-01,0
2340,2023-01-01,0
6806,2023-01-01,1
4938,2023-01-01,0
7040,2023-01-01,0
7243,2023-01-01,0
3560,2023-01-01,0
5171,2023-01-01,0
2773,2023-01-01,0
6431,2023-01-01,0
6743,2023-01-01,0
1293,2023-01-01,0
5516,2023-01-01,0
6557,2023-01-01,0
5877,2023-01-01,0
869,2023-01-01,0
5858,2023-01-01,0
6298,2023-01-01,0
6474,2023-01-01,0
734,2023-01-01,0
500,2023-01-01,0
1121,2023-01-01,0
3104,2023-01-01,0
3764,2023-01-01,0
6871,2023-01-01,0
1356,2023-01-01,0
4544,2023-01-01,0
6022,2023-01-01,1
6118,2023-01-01,1
3867,2023-01-01,0
4965,2023-01-01,0
3354,2023-01-01,0
7215,2023-01-01,0
5929,2023-01-01,0
5834,2023-01-01,0
5138,2023-01-01,0
295,2023-01-01,0
5983,2023-01-01,0
1719,2023-01-01,0
4438,2023-01-01,0
2300,2023-01-01,1
2979,2023-01-01,0
1408,2023-01-01,0
2730,2023-01-01,0
6266,2023-01-01,1
5042,2023-01-01,1
7295,2023-01-01,0
3663,2023-01-01,0
2259,2023-01-01,1
5547,2023-01-01,0
3153,2023-01-01,0
3642,2023-01-01,0
5298,2023-01-01,0
3009,2023-01-01,1
3205,2023-01-01,0
853,2023-01-01,0
1433,2023-01-01,0
317,2023-01-01,0
4047,2023-01-01,0
4671,2023-01-01,0
7074,2023-01-01,0
1564,2023-01-01,1
4488,2023-01-01,0
2584,2023-01-01,0
4145,2023-01-01,0
6943,2023-01-01,0
6213,2023-01-01,0
2553,2023-01-01,0
64,2023-01-01,0
6996,2023-01-01,0
4859,2023-01-01,0
3030,2023-01-01,0
4532,2023-01-01,0
5490,2023-01-01,0
2915,2023-01-01,0
6482,2023-01-01,0
3267,2023-01-01,0
4737,2023-01-01,0
3769,2023-01-01,0
5504,2023-01-01,0
897,2023-01-01,0
5202,2023-01-01,0
4363,2023-01-01,0
1892,2023-01-01,0
1014,2023-01-01,0
1609,2023-01-01,0
5251,2023-01-01,0
5475,2023-01-01,0
2359,2023-01-01,1
2977,2023-01-01,0
748,2023-01-01,0
6518,2023-01-01,0
576,2023-01-01,0
6595,2023-01-01,0
557,2023-01-01,0
913,2023-01-01,0
2769,2023-01-01,0
1590,2023-01-01,0
2312,2023-01-01,0
704,2023-01-01,0
5975,2023-01-01,0
5915,2023-01-01,0
1834,2023-01-01,0
4779,2023-01-01,0
2647,2023-01-01,1
2707,2023-01-01,0
3452,2023-01-01,0
4874,2023-01-01,0
7341,2023-01-01,1
2013,2023-01-01,0
3232,2023-01-01,0
6714,2023-01-01,0
3721,2023-01-01,0
4270,2023-01-01,0
3324,2023-01-01,0
4468,2023-01-01,0
3659,2023-01-01,0
3604,2023-01-01,0
5566,2023-01-01,0
5130,2023-01-01,0
5631,2023-01-01,0
2799,2023-01-01,0
3183,2023-01-01,0
6711,2023-01-01,0
967,2023-01-01,1
773,2023-01-01,1
1397,2023-01-01,0
510,2023-01-01,0
4476,2023-01-01,0
1137,2023-01-01,1
7095,2023-01-01,1
3742,2023-01-01,1
2220,2023-01-01,1
2419,2023-01-01,0
980,2023-01-01,0
2043,2023-01-01,0
6374,2023-01-01,0
4869,2023-01-01,0
2151,2023-01-01,1
2368,2023-01-01,0
1465,2023-01-01,0
4863,2023-01-01,0
645,2023-01-01,0
475,2023-01-01,0
4181,2023-01-01,0
1718,2023-01-01,0
5733,2023-01-01,0
2358,2023-01-01,0
2950,2023-01-01,0
127,2023-01-01,0
5168,2023-01-01,0
2021,2023-01-01,0
1850,2023-01-01,0
6555,2023-01-01,0
3429,2023-01-01,0
2724,2023-01-01,0
6127,2023-01-01,0
2050,2023-01-01,0
6390,2023-01-01,0
3389,2023-01-01,0
7259,2023-01-01,0
4398,2023-01-01,0
3027,2023-01-01,0
2193,2023-01-01,0
1133,2023-01-01,0
1873,2023-01-01,0
1345,2023-01-01,0
864,2023-01-01,0
2190,2023-01-01,0
2867,2023-01-01,0
196,2023-01-01,0
597,2023-01-01,0
7036,2023-01-01,0
1992,2023-01-01,0
3536,2023-01-01,0
5711,2023-01-01,0
1663,2023-01-01,0
4896,2023-01-01,0
3199,2023-01-01,0
5192,2023-01-01,0
484,2023-01-01,0
511,2023-01-01,0
428,2023-01-01,0
528,2023-01-01,0
4247,2023-01-01,0
430,2023-01-01,0
4018,2023-01-01,0
5027,2023-01-01,0
4604,2023-01-01,0
1284,2023-01-01,0
1567,2023-01-01,1
1640,2023-01-01,0
1192,2023-01-01,0
5774,2023-01-01,0
3537,2023-01-01,0
1097,2023-01-01,0
757,2023-01-01,0
1735,2023-01-01,0
3695,2023-01-01,0
4401,2023-01-01,0
3081,2023-01-01,1
7014,2023-01-01,0
6842,2023-01-01,0
6419,2023-01-01,0
5994,2023-01-01,0
6670,2023-01-01,0
6196,2023-01-01,0
4064,2023-01-01,0
3678,2023-01-01,0
5489,2023-01-01,1
6090,2023-01-01,0
5768,2023-01-01,0
3227,2023-01-01,0
334,2023-01-01,0
966,2023-01-01,0
742,2023-01-01,0
5762,2023-01-01,0
5252,2023-01-01,0
1678,2023-01-01,0
1542,2023-01-01,0
6654,2023-01-01,0
392,2023-01-01,1
1716,2023-01-01,0
4758,2023-01-01,0
5375,2023-01-01,1
3902,2023-01-01,0
6647,2023-01-01,0
3515,2023-01-01,0
1689,2023-01-01,1
2518,2023-01-01,0
831,2023-01-01,0
5255,2023-01-01,0
2958,2023-01-01,0
131,2023-01-01,0
792,2023-01-01,0
6096,2023-01-01,0
5640,2023-01-01,0
1239,2023-01-01,0
1588,2023-01-01,0
2073,2023-01-01,0
2839,2023-01-01,0
5094,2023-01-01,0
2315,2023-01-01,0
1038,2023-01-01,0
7020,2023-01-01,0
7012,2023-01-01,0
356,2023-01-01,1
628,2023-01-01,0
5784,2023-01-01,0
5933,2023-01-01,0
5812,2023-01-01,0
580,2023-01-01,0
4489,2023-01-01,1
2164,2023-01-01,0
4676,2023-01-01,0
5853,2023-01-01,0
3473,2023-01-01,0
5163,2023-01-01,0
5717,2023-01-01,0
2856,2023-01-01,0
3528,2023-01-01,0
2997,2023-01-01,0
3386,2023-01-01,1
6183,2023-01-01,0
300,2023-01-01,0
606,2023-01-01,0
431,2023-01-01,0
5700,2023-01-01,0
1247,2023-01-01,0
693,2023-01-01,1
1978,2023-01-01,1
818,2023-01-01,0
3132,2023-01-01,0
6876,2023-01-01,0
766,2023-01-01,0
3335,2023-01-01,0
3513,2023-01-01,0
225,2023-01-01,0
1315,2023-01-01,0
2124,2023-01-01,0
2704,2023-01-01,0
4678,2023-01-01,0
957,2023-01-01,0
6592,2023-01-01,1
4368,2023-01-01,0
2245,2023-01-01,0
3971,2023-01-01,1
2790,2023-01-01,0
3074,2023-01-01,0
5014,2023-01-01,0
3989,2023-01-01,0
1067,2023-01-01,0
203,2023-01-01,0
6349,2023-01-01,0
3555,2023-01-01,0
1459,2023-01-01,0
350,2023-01-01,0
1710,2023-01-01,0
4303,2023-01-01,0
2595,2023-01-01,0
2614,2023-01-01,0
3067,2023-01-01,0
2370,2023-01-01,0
1546,2023-01-01,0
529,2023-01-01,0
333,2023-01-01,1
44,2023-01-01,0
181,2023-01-01,0
4462,2023-01-01,0
5005,2023-01-01,0
4712,2023-01-01,0
1158,2023-01-01,0
6230,2023-01-01,0
3551,2023-01-01,0
4615,2023-01-01,0
2533,2023-01-01,0
6040,2023-01-01,0
5179,2023-01-01,1
3140,2023-01-01,0
6469,2023-01-01,0
3329,2023-01-01,0
2412,2023-01-01,0
2710,2023-01-01,0
4631,2023-01-01,0
2409,2023-01-01,0
794,2023-01-01,0
4797,2023-01-01,0
4055,2023-01-01,0
6370,2023-01-01,0
3510,2023-01-01,0
2148,2023-01-01,0
3146,2023-01-01,1
6922,2023-01-01,0
4017,2023-01-01,0
1057,2023-01-01,0
4505,2023-01-01,0
2831,2023-01-01,0
272,2023-01-01,0
1781,2023-01-01,0
3364,2023-01-01,0
1504,2023-01-01,0
310,2023-01-01,0
2211,2023-01-01,0
5564,2023-01-01,0
4323,2023-01-01,0
1376,2023-01-01,1
3959,2023-01-01,1
2744,2023-01-01,0
3402,2023-01-01,0
3173,2023-01-01,0
2787,2023-01-01,0
4421,2023-01-01,1
3927,2023-01-01,1
7247,2023-01-01,0
2438,2023-01-01,0
2451,2023-01-01,0
6027,2023-01-01,0
1574,2023-01-01,0
6543,2023-01-01,0
5982,2023-01-01,0
2162,2023-01-01,0
3000,2023-01-01,0
868,2023-01-01,0
6148,2023-01-01,0
2871,2023-01-01,0
1222,2023-01-01,0
2106,2023-01-01,0
601,2023-01-01,0
5981,2023-01-01,0
5586,2023-01-01,0
1633,2023-01-01,0
1608,2023-01-01,0
4443,2023-01-01,0
3619,2023-01-01,0
3322,2023-01-01,1
4005,2023-01-01,1
2820,2023-01-01,0
5696,2023-01-01,0
5033,2023-01-01,0
5999,2023-01-01,0
6757,2023-01-01,0
771,2023-01-01,0
6739,2023-01-01,0
3411,2023-01-01,0
6380,2023-01-01,0
7213,2023-01-01,0
6442,2023-01-01,0
1509,2023-01-01,0
768,2023-01-01,0
1389,2023-01-01,0
5557,2023-01-01,0
3875,2023-01-01,0
1547,2023-01-01,0
4039,2023-01-01,0
3587,2023-01-01,0
3012,2023-01-01,0
3120,2023-01-01,0
4735,2023-01-01,0
1349,2023-01-01,1
5229,2023-01-01,0
1675,2023-01-01,0
6316,2023-01-01,0
6784,2023-01-01,0
1949,2023-01-01,0
666,2023-01-01,0
6968,2023-01-01,1
2100,2023-01-01,0
5090,2023-01-01,0
5386,2023-01-01,0
6977,2023-01-01,0
6477,2023-01-01,0
6243,2023-01-01,0
1179,2023-01-01,0
6486,2023-01-01,0
6330,2023-01-01,0
1984,2023-01-01,0
187,2023-01-01,0
2326,2023-01-01,0
4978,2023-01-01,0
5337,2023-01-01,0
5872,2023-01-01,0
5427,2023-01-01,0
3677,2023-01-01,0
3472,2023-01-01,0
4346,2023-01-01,0
4818,2023-01-01,0
4370,2023-01-01,0
1472,2023-01-01,0
1535,2023-01-01,0
5356,2023-01-01,0
6946,2023-01-01,0
5212,2023-01-01,0
2458,2023-01-01,0
6273,2023-01-01,0
2582,2023-01-01,1
1438,2023-01-01,0
3841,2023-01-01,0
7064,2023-01-01,0
1022,2023-01-01,0
3326,2023-01-01,0
6508,2023-01-01,0
2144,2023-01-01,0
2453,2023-01-01,0
5618,2023-01-01,0
2,2023-01-01,0
5864,2023-01-01,0
6791,2023-01-01,0
3807,2023-01-01,0
3304,2023-01-01,0
547,2023-01-01,0
4561,2023-01-01,0
2172,2023-01-01,1
5843,2023-01-01,0
4390,2023-01-01,0
2447,2023-01-01,0
5599,2023-01-01,0
6187,2023-01-01,0
2918,2023-01-01,0
762,2023-01-01,0
7226,2023-01-01,0
6074,2023-01-01,0
3625,2023-01-01,0
6417,2023-01-01,0
1346,2023-01-01,0
6601,2023-01-01,0
5837,2023-01-01,0
619,2023-01-01,0
972,2023-01-01,0
7300,2023-01-01,0
6789,2023-01-01,0
1021,2023-01-01,0
6708,2023-01-01,0
4796,2023-01-01,0
3154,2023-01-01,0
6545,2023-01-01,0
7030,2023-01-01,0
660,2023-01-01,0
4582,2023-01-01,0
5024,2023-01-01,0
5781,2023-01-01,0
3949,2023-01-01,0
6540,2023-01-01,1
1961,2023-01-01,0
1111,2023-01-01,1
3037,2023-01-01,0
7307,2023-01-01,0
3884,2023-01-01,0
5308,2023-01-01,0
4642,2023-01-01,0
1218,2023-01-01,0
2029,2023-01-01,0
1308,2023-01-01,0
2883,2023-01-01,0
166,2023-01-01,0
756,2023-01-01,0
3938,2023-01-01,0
6938,2023-01-01,1
3644,2023-01-01,0
5892,2023-01-01,0
3679,2023-01-01,0
6635,2023-01-01,0
3893,2023-01-01,0
5510,2023-01-01,0
1536,2023-01-01,0
7156,2023-01-01,1
443,2023-01-01,0
1494,2023-01-01,0
1048,2023-01-01,0
709,2023-01-01,1
5361,2023-01-01,0
3607,2023-01-01,0
3206,2023-01-01,0
221,2023-01-01,0
6894,2023-01-01,0
5302,2023-01-01,0
2078,2023-01-01,0
890,2023-01-01,0
2543,2023-01-01,0
1113,2023-01-01,0
462,2023-01-01,0
1507,2023-01-01,0
6926,2023-01-01,0
4045,2023-01-01,0
3763,2023-01-01,0
7025,2023-01-01,0
2251,2023-01-01,0
4075,2023-01-01,1
7337,2023-01-01,0
2668,2023-01-01,0
7331,2023-01-01,0
5497,2023-01-01,0
4899,2023-01-01,0
6532,2023-01-01,0
3824,2023-01-01,0
2562,2023-01-01,0
2868,2023-01-01,0
2534,2023-01-01,0
3069,2023-01-01,0
5256,2023-01-01,0
7287,2023-01-01,0
2490,2023-01-01,0
1906,2023-01-01,0
3480,2023-01-01,0
1343,2023-01-01,0
3739,2023-01-01,0
4744,2023-01-01,0
2953,2023-01-01,0
2395,2023-01-01,0
1744,2023-01-01,1
1395,2023-01-01,0
344,2023-01-01,0
717,2023-01-01,0
5030,2023-01-01,0
3256,2023-01-01,0
1828,2023-01-01,1
4592,2023-01-01,0
3043,2023-01-01,0
2431,2023-01-01,0
6956,2023-01-01,0
483,2023-01-01,0
6825,2023-01-01,0
110,2023-01-01,0
4171,2023-01-01,0
5558,2023-01-01,0
4076,2023-01-01,0
6687,2023-01-01,0
4633,2023-01-01,0
4113,2023-01-01,0
6000,2023-01-01,0
5934,2023-01-01,0
2567,2023-01-01,0
4977,2023-01-01,0
2782,2023-01-01,0
778,2023-01-01,1
703,2023-01-01,0
4521,2023-01-01,0
5720,2023-01-01,0
2605,2023-01-01,0
1652,2023-01-01,0
2314,2023-01-01,0
3694,2023-01-01,0
2410,2023-01-01,0
612,2023-01-01,0
6084,2023-01-01,0
5092,2023-01-01,0
1700,2023-01-01,0
4252,2023-01-01,0
5917,2023-01-01,0
3921,2023-01-01,0
710,2023-01-01,0
1821,2023-01-01,0
4347,2023-01-01,0
4903,2023-01-01,0
6816,2023-01-01,0
1842,2023-01-01,0
5249,2023-01-01,0
4187,2023-01-01,0
6719,2023-01-01,0
4115,2023-01-01,0
136,2023-01-01,0
548,2023-01-01,0
46,2023-01-01,0
7178,2023-01-01,0
6137,2023-01-01,0
4985,2023-01-01,0
4506,2023-01-01,0
3241,2023-01-01,0
6953,2023-01-01,0
7281,2023-01-01,0
4457,2023-01-01,0
731,2023-01-01,0
1249,2023-01-01,0
416,2023-01-01,0
5434,2023-01-01,0
6049,2023-01-01,0
543,2023-01-01,0
5678,2023-01-01,0
3460,2023-01-01,0
6538,2023-01-01,0
4952,2023-01-01,0
3497,2023-01-01,0
5668,2023-01-01,0
2094,2023-01-01,0
5664,2023-01-01,1
6501,2023-01-01,0
3133,2023-01-01,0
1448,2023-01-01,0
6297,2023-01-01,0
2286,2023-01-01,0
5840,2023-01-01,0
2058,2023-01-01,0
1411,2023-01-01,0
4770,2023-01-01,0
457,2023-01-01,0
7021,2023-01-01,0
6369,2023-01-01,0
397,2023-01-01,0
